"score","text","class"
-1," oh begitu arti sekarang bia sudah ganti nama di gojek jadi perth ya ","Negative"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
7,"idam banget seblak sultan jarak yang begitu cocok pun tempuh sama mas gojek terima kasih ya mas bahagia hari ini sederha… ","Positive"
0,"rt beri bintang kalo gojek bisa bikin teknologi begini gojek juga lah yang harusny…","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
8,"ini dia jawab dari kuis teka teki pekan lalu selamat kepada semua menang semua menang akan hubung oleh m… ","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
-5,"edisi selalu gagal move on untuk maba yang rantau mau share kode redeem gojek saja nih langsung sikat ","Negative"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
-4,"lagi idam banget salad buah yang di ig tapi kirim dari condet mau via gojek enggak tega sama abang ","Negative"
-2,"syok astaghfirullah nemu kang gojek mirip banget sama kau ","Negative"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-1,"gojek tuh kenapa sih app nya suka keluar sendiri terus ya allah lagi pengin banget jcool padahal","Negative"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
3," gue naik gojek ","Positive"
0," … ","Neutral"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
-1,"rt voucher gojek voucher go ride khusus yogyakarta masuk kode cerdikiawan ","Negative"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
1,"aku niat habis pulang kerja mau gojek saja lumayan kayak nyata capek juga tiada tenaga dasar aku sosoan","Positive"
-3,"malam laper tapi malas keluar gofood ini saja download gojek sekarang nikmat hiduptanpabatas sama gojektomohon","Negative"
1," mau buat naik gojek pakai gopay kurang ","Positive"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
-1,"rt voucher gojek voucher go ride khusus yogyakarta masuk kode cerdikiawan ","Negative"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0," sekesel nya gua sama abang grab gojek paling kasih bintang itu juga hampir enggak pernah karena keseringan… ","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
-1,"rt voucher gojek voucher go ride khusus yogyakarta masuk kode cerdikiawan ","Negative"
0,"rt voucher gojek voucher cashback rp pakai kode semangatmerdeka rt like ya biar pada tau berburupromomerdeka…","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
4,"rt hasil teliti baru ld feb u temu bahwa mitra go jek aku ada manfaat di luar untung ekonomi yang mereka p…","Positive"
2,"saran kalo pakai gojek grab jangan pakai uang cash ya tapi kalo bisa pakai gopay ovo soal itu lumayan buat hemat … ","Positive"
4,"rt gotix yuk tonton the vamps tanggal agustus di the kasablanka hall jakarta nikmat promo buy get free dari…","Positive"
-4,"dalam judul sesat sama gojek","Negative"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
0," order gojek nya dong ","Neutral"
0," aku main rp gojek nih mbak","Neutral"
-5,"adohh promo gojek racun banget","Negative"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0," … ","Neutral"
0,"akhir pulang sama gojek dan tetap ","Neutral"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0," untung komplek aku jalur bebas ada pangkal ojek depan komplek pangkal di belakang tapi beb… ","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
-1," jalan kaki meter sudah ada halte busway mayestik mungkin naik gojek sedikit sudah mrt blok sama u… ","Negative"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-4,"rt gary vee butuh waktu buat konten tahun belum dia kenal mana managojek butuh waktu tahun belum buat app pertama…","Negative"
0," … ","Neutral"
0," kayak di gojek ya contoh ","Neutral"
4,"rt tuwips kalo pesan gojek dan dapat drivernya bapak ini gue sar untuk bayar cash dan sabar ya beliau baru jadi driv…","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
2,"dear tadi malam saya order go food dan tidak lama kemudian ada notif order selesai kmdian saya bikin lapora… ","Positive"
3," ada waktu itu gue berangkat jam ada yang naik gojek","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
1," ahahaha gue kalo mau naik gojek grab bolak balik bisa ribu padahal kalo naik mobil cuman bensin doang paling ribu","Positive"
-2,"tarif baru ojol luas kemenhub panggil gojek grab besok detikfinance gandengtanganbangunnegeri","Negative"
-2," iya gua kalo mesen gojek selalu jauh dari kawasan opang atau terminal begitu soal beberapa kali dap… ","Negative"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0," mau dianterinapa di senin gojek ","Neutral"
0,"panas ratus sopir taksi online jebol pagar kantor gojek semarang ","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
3,"my fam doesn’t have a car jadi tiap hari bokap naik motor nyokap naik krl tj adek gue naik gojek tj dan sekarang gue naik krl jalan kaki","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"gua malah mikir nanti pas kuliah mau sambil gojek atau gocar begitu masa itu masuk lah dalam wish list gua ","Neutral"
0,"sudah gregett belumm tiapp mesen gojek panggil istri jinyoung ","Neutral"
4,"rt tuwips kalo pesan gojek dan dapat drivernya bapak ini gue sar untuk bayar cash dan sabar ya beliau baru jadi driv…","Positive"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
4,"rt naaah ini benar brian kelaperan laden sampai mamarikaini mit…","Positive"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
3,"tuntut gojek kembal skema bonus hari ","Positive"
4,"christiansen atak pihak buka sopir yang ingin gabung meski begitu bijak usaha saat ini cum… ","Positive"
0,"christiansen ungkap seluruh kelola bitcar indonesia belum profesi bagai mitra gojek dan grab s… ","Neutral"
3,"isu suspend pemutusan hubung mitra dari gojek dan grab sempat bikin situasi hangat asosiasi dan komunita… ","Positive"
0,"chief operational officer coo bitcar indonesia christiansen wagey mnjelaskn merek asal malaysia yang sebut dikel… ","Neutral"
0,"bitcar indonesia layan taksi online baru asal malaysia tampung para mantan sopir gojek dan grab yang putus k… ","Neutral"
0,"nah loh ojol malaysia tampung mantan sopir suspend gojek dan grab","Neutral"
2," ya kalo sana mah grabcar murah kayak gojek","Positive"
0," ya allah kemarin baru beli paket grab masih kak sih cuman isi sudah enggak semenguntungkan dulu nanti deh… ","Neutral"
0," order gojek paling","Neutral"
-3,"dam lo baru pakai gojek ya hiks gue juga mau dapat begini ","Negative"
0,"rt bagi info di gojek account enter promo codeisi semangatmerdekabisa dapat voucher ribuindahnya berbagi…","Neutral"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"eh ini gojek ya","Neutral"
0," lu saja pakai gojek","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
2," beli paket bundle gojek saja lumayan sih rogoh kocek kak untuk xvoucher kak ","Positive"
3,"yapkunci motor gwada di jaketjaketnya sama teman gue bawa kp wkwkkwkwkwkwkwk kakak banget dahberangkat naik m… ","Positive"
-4,"ganjil genap luas tap itu solusi instan enggak sampai ke akar masalah sedikitpunmalah gue curiga ada camp… ","Negative"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
4,"rt tuwips kalo pesan gojek dan dapat drivernya bapak ini gue sar untuk bayar cash dan sabar ya beliau baru jadi driv…","Positive"
-8,"jadi saya harus bagaimana kalau abang gojek suruh cancel entar performa turun salah kita kadang di situ aku bingun","Negative"
0,"rt kalo ditanya pasti terus dia jawab jalan saja dulu ya rasa pengin gua celetukin saja sudah kalo gapasti gausa…","Neutral"
-5,"sumpah ya lagi pusing banget sampai lupa lepas helm gojek mana drivernya aa aa asjksksk","Negative"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-4,"kenapa di smb bekas tidak ada delivery by gojek bagaimana nih mas ","Negative"
-3,"gojek enggak bikin go fly soal nanti tiap lewat laut selatan pesawat jatuh","Negative"
8,"rt keren gojek suguh main tradisional dan kenal budaya betawi di gofood festival bagus ini …","Positive"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-2,"cuma mau curhat saja masa aku mabok parfum abang gojek ","Negative"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0," … ","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0," qna please jawab urgent kalo gojek jam set an sudah ada belum besok aku ospek tapi bingunh enggak ada angkot jam sgitu ","Neutral"
0," kak untuk langgan spotify via app gomuisicnya gojek bagaimana ya ","Neutral"
0," dan kasus begini enggak satu dua kali tapi sering kalo kayak begini mending pi… ","Neutral"
0,"pengin jajan apaka perlu aku gojek chatime","Neutral"
-3," halo gojek mau tanya aku punya voucher gofood ribu tapi kenapa pas total vouchernya cuma potong ribu ya ","Negative"
8,"rt mereka yang karya dengan cerdik mereka yang lampau batas dengan akal mereka yang liha…","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0," hai mohon maaf belum bisa informasi untuk nomor telepon dan e mail yang daftar pada akun… ","Neutral"
-7,"h datang daten enggak pakai salam itu apa itu celana pakai robek gojek lo jatuh di empat ","Negative"
3,"oke pesan gojek ya ","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-4," dia lagi enggak pengin mana dulu kata dia kalo pergi kan pakai gojek dan pakai uang sendiri … ","Negative"
0,"roti john mozza dengan campur daging sapi telur keju mozarella dan roti lemes hanya kak untuk yang di depok bisa… ","Neutral"
0," hai agust untuk daftar bagai mitra gojek bisa lalu link apabila an… ","Neutral"
4,"rt hasil teliti baru ld feb u temu bahwa mitra go jek aku ada manfaat di luar untung ekonomi yang mereka p…","Positive"
4,"rt tuwips kalo pesan gojek dan dapat drivernya bapak ini gue sar untuk bayar cash dan sabar ya beliau baru jadi driv…","Positive"
-3," di home gojek terus scroll ke bawah saja nanti ada kok ","Negative"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
-2," sama bang gue juga maka gojek kalo memang perlu doang","Negative"
-4," soal paksa dan tidak paksaannapainn gojek pakai acara brandi… ","Negative"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"roti kacang sama test pack mampus ingat mulu gara gara sih abang gojek di dua garis biru","Neutral"
0,"baru tau ada app begini di aplikasi gojek wohooo gopay diary ","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0," gojek bang","Neutral"
3,"rt daerah gue zomer uber pernah gue naik gojek dari stasiun ke rumah cegat terus gue bentak saja opangnya spya…","Positive"
-2,"kenapa sih aplikasi gojek di hp gua lemod banget kalo mau buka tuh padahal masih banyak memory","Negative"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
7,"berapa besar tingkat bahagia mitra gojek ini kata lembaga riset u warta ekonomi ","Positive"
0," kalo buat lokal saja sudah enggak bisa di maintenance dan enggak mengerti… ","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0," moga lancar ya bapak gojek ini","Neutral"
0,"semua teman gue pada dapat voucher goride kenapa gue sudah minggu lebih enggak pernah dapat voucher gorideeeee seme… ","Neutral"
8,"rt keren gojek suguh main tradisional dan kenal budaya betawi di gofood festival bagus ini …","Positive"
8,"rt keren gojek suguh main tradisional dan kenal budaya betawi di gofood festival bagus ini …","Positive"
8,"rt keren gojek suguh main tradisional dan kenal budaya betawi di gofood festival bagus ini …","Positive"
8,"rt keren gojek suguh main tradisional dan kenal budaya betawi di gofood festival bagus ini …","Positive"
8,"rt keren gojek suguh main tradisional dan kenal budaya betawi di gofood festival bagus ini …","Positive"
-4," kalo judge bom opik itu masuk saja kalo gojek ada celahhko… ","Negative"
0,"rt bagi info di gojek account enter promo codeisi semangatmerdekabisa dapat voucher ribuindahnya berbagi…","Neutral"
8,"keren gojek suguh main tradisional dan kenal budaya betawi di gofood festival bagus ini… ","Positive"
0,"benda twitter suggest gojek dkt aku suruh install ini lahai","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-1," lah saya malah sudah naik baru saja duduk mau cabut sudah suruh turun lagi enggak boleh naik … ","Negative"
4,"gue pulang mending naik gojek atau mrt ya","Positive"
2,"rt terima kasih aku baru tau ada begini di app gojek lama ini asal pakai dan top up saja enggak rasa pa…","Positive"
4," naaah ini benar brian kelaperan laden sampai mamar… ","Positive"
0," pasti lagi nama akun gojek kamu suai sama nama yang kamu masuk ke form tukar ya ","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0," waktu mesen gojek nah sih driver jaket balik terus orgnya bilang mbak saya gojek ini jaket saya … ","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
2,"tolong deh yang masih punya kerja yang gaji cukup jangan sambil ngegrab kasihan sama yang masih pada nganggur… ","Positive"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
-4," sama kok cuma memang nama ktp sama nama gojek saya beda ","Negative"
0,"gerai milik gojek ini nobat bagai jaring umkm dengan lokasi banyak gofoodfestival pertama kali hadir… ","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"pengin ikut full marathon tapi habis kilo beres langsung pesan gojek ","Neutral"
1,"terus muncul transaksi jalan go car seperti ini padahal aku enggak pernah ke lokasi sebut dan yakin akun goje… ","Positive"
4,"aku suka deh di twitter suka banyak yang bagi promo grab sama gojek lopyu yang kasih","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0," tukar kembal karena nama akun gojek kamu beda dengan nama yang kamu cantum pada saat isi form tukar","Neutral"
0," background ijo itu pas foto buat lamar gojek dulu","Neutral"
0,"“jalanin aja”“terus kalau capek jalan bagaimana ”“berenti dulu entar aku senin gojek”dikira lagi cfd an kali ah ","Neutral"
-5,"terus pas aku cek akun gojek ku lah kok ada tagih plus denda karena telat bayar lalu ku email cs nya gojek","Negative"
-4,"biasa tuh printilan kpop yang di sharing ini gue baru nemu motor driver gojek yang di sharing breng teman hha ","Negative"
3,"rt daerah gue zomer uber pernah gue naik gojek dari stasiun ke rumah cegat terus gue bentak saja opangnya spya…","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
-3,"awal dikirimin notifikasi telat bayar pay later tiap hari dari gojek tapi ku aba saja karena rasa enggak pernah pakai pay later","Negative"
-4," grab gojek mau makan juga susah banget mau masak nasi saja enggak bisa mau beli makan susah atuh kalo m… ","Negative"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
4,"benar nih kata gojek ","Positive"
-2,"aneh banget dikirimin bill pay later gojek padahal enggak pernah ngaktifin fitur itu dan pas di cek detail nya juga gak… ","Negative"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
4," kenapa signal penting banget aku bahkan kemarin mau cek berita saja enggak bisa loh mau ke mall buat dapat w… ","Positive"
1," h mohon maaf belum untuk informasi penanganan lebih lanjut sila lapor lalu menu bant… ","Positive"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
-3,"rt sering kali jadi dan memang kecewa sih sama sistem nya gojek yang gampang putus mitra t…","Negative"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt bagi info di gojek account enter promo codeisi semangatmerdekabisa dapat voucher ribuindahnya berbagi…","Neutral"
0," hai kak kami dari findaya partner gojek yang menangani paylater kami dapat informasi dari pihak gojek… ","Neutral"
0," … ","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"lu jadi driver gojek ","Neutral"
0,"rt bagi info di gojek account enter promo codeisi semangatmerdekabisa dapat voucher ribuindahnya berbagi…","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
4,"makasiiii om gojek atas kunjung moga rejekinya makin lancar terus ya suka makan laut bingun… ","Positive"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
3," oh ira awal go go ada hubung keluarga sama gojek lucu banget pengin","Positive"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
6,"rt tanyarl pantas saja indonesia di kasih predikat negara santai gojek saja skuy living banget nih ","Positive"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0," kak admin tolong di ubah kurir untuk transaksi karena sbnernya saya sudah kirim pakai gojek… ","Neutral"
-4,"rt barusan mbak gue telpon tipu ngakunya dari gojek dapat undi mereka juga kirim kode verivikasi atas nama gojek di sms…","Negative"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"makin manteup saja nuwi gojek ","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
4,"rt tuwips kalo pesan gojek dan dapat drivernya bapak ini gue sar untuk bayar cash dan sabar ya beliau baru jadi driv…","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"kocak banget di gojek bisa ngechat wkwkwkwk","Neutral"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
0," saat demo driver gojek yang jumlah serta demo kali lipa… ","Neutral"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
1,"rt antusiasme driver di malang sambut logo baru gojek respond positif dari driver menyambut…","Positive"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0," punya gojek bukan grab ","Neutral"
0,"sekarang gojek for lyfee ","Neutral"
0,"rt saran gojek kalo kasih bintang jangan langsung putus mitra tapi telusur dulu a…","Neutral"
0," sini gua suruh mas mas gojek ngirimin rendang ","Neutral"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
-2,"rt harus gojek enggak cuma ngelit customer terus jadi nya kayak begini nih cust yang goblog driv…","Negative"
0,"rt jihoon pokok jihoon mau datang titik maroo tapi kan ada sche—jihoon jihoon kan deh bilang dari awal januari …","Neutral"
0,"rt kumpul voucher gratis dan promo tarik gojek auto update jika ada yang baru like rt dulu biar yang lain tau juga …","Neutral"
6," ya allah kasihan di bandung banyak banget zona merah suka kasihan juga kalo naik gojek gocar har… ","Positive"
